outcome,spec,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,N,HS_Black_coef,HS_Black_se,HS_NonBlack_coef,HS_NonBlack_se,p_HS_eq_Pre_group,p_HS_eq_Pre_nongroup,p_HS_group_eq_HS_nongroup,HS_Male_coef,HS_Male_se,HS_NonMale_coef,HS_NonMale_se,HS_lowAFQT_coef,HS_lowAFQT_se,HS_NonlowAFQT_coef,HS_NonlowAFQT_se
Idle,overall,-0.08238723186637767,0.048864570527424676,0.012388980906058196,0.04664679006288474,0.09778502529609141,923,,,,,,,,,,,,,,,
Idle,subgroup_Black,,,,,,923,-0.03294890375591148,0.07299899343814972,-0.13716908865568683,0.0656578199873104,0.7373396700890413,0.029990080167963836,0.28488808468595017,,,,,,,,
Idle,subgroup_Male,,,,,,923,,,,,0.15665330248169695,0.3178478267817182,0.47602429546555003,-0.04679446330289372,0.06960281616815879,-0.11211458989595836,0.06432024916129614,,,,
Idle,subgroup_lowAFQT,,,,,,923,,,,,0.8158847660572772,0.07969120451679458,0.7273920674998502,,,,,-0.04373439180348838,0.11831888019001187,-0.08939928115727554,0.053807494650663285
Crime,overall,-0.005223226001940348,0.05061738064599713,0.007284401206750335,0.043921274826235014,0.8282250923736664,994,,,,,,,,,,,,,,,
Crime,subgroup_Black,,,,,,994,-0.02781805352283883,0.06393452340971266,0.026232024144649715,0.07707885554009074,0.4330195070474818,0.6790293290437855,0.5793661821843683,,,,,,,,
Crime,subgroup_Male,,,,,,994,,,,,0.7216924912183775,0.9842531501916959,0.5411981850051037,-0.03628571721209587,0.07457396983399366,0.022329492477302735,0.06472023719561375,,,,
Crime,subgroup_lowAFQT,,,,,,994,,,,,0.2671819556309619,0.9820129555522965,0.995635761943715,,,,,-0.005598063290577136,0.1577289262579854,-0.004701737551773933,0.05197980060131069
TeenPreg,overall,-0.028954865454600028,0.047477573967413214,-0.08732508166936687,0.041657232888835175,0.2883503915021907,994,,,,,,,,,,,,,,,
TeenPreg,subgroup_Black,,,,,,994,-0.0731739167776641,0.06948469250556523,0.012611070492744925,0.06455112196131035,0.41189035882574265,0.33623741669804585,0.3670895561449762,,,,,,,,
TeenPreg,subgroup_Male,,,,,,994,,,,,0.6617314100260383,0.06801464631011134,0.9159055369472431,-0.023115440725797385,0.0668132970621399,-0.03348578260271637,0.0693731013651938,,,,
TeenPreg,subgroup_lowAFQT,,,,,,994,,,,,0.8817887554045201,0.19331381083922272,0.09649219799630301,,,,,-0.22850143362848524,0.12876021480968403,0.0017918051145587935,0.04991092951137191
PoorHealth,overall,-0.09042365757946785,0.03528720288868833,-0.004038111739348451,0.04045889636781555,0.05795667044381531,994,,,,,,,,,,,,,,,
PoorHealth,subgroup_Black,,,,,,994,-0.07263882468162863,0.045232732983921824,-0.10859682495403482,0.05547559469380408,0.17501339465680102,0.140511043215744,0.6170993936038891,,,,,,,,
PoorHealth,subgroup_Male,,,,,,994,,,,,0.22990005339859987,0.12258068586491959,0.09355923321887091,-0.034222308022691425,0.04667090805221911,-0.14013857447880415,0.0478687281365945,,,,
PoorHealth,subgroup_lowAFQT,,,,,,994,,,,,0.42759224065964374,0.05672936696679824,0.2444162382422621,,,,,0.0006082909896374319,0.08134758450702016,-0.1043132141480459,0.03869123303867465
