outcome,spec,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,N,HS_Black_coef,HS_Black_se,HS_NonBlack_coef,HS_NonBlack_se,p_HS_eq_Pre_group,p_HS_eq_Pre_nongroup,p_HS_group_eq_HS_nongroup,HS_Male_coef,HS_Male_se,HS_NonMale_coef,HS_NonMale_se,HS_lowAFQT_coef,HS_lowAFQT_se,HS_NonlowAFQT_coef,HS_NonlowAFQT_se
Idle,subgroup_Male,,,,,,404,,,,,0.9334990677229783,0.32497826015906217,0.47993719814520075,-0.025240310687694466,0.11991352677171957,-0.12147548857324295,0.07619050060991975,,,,
Idle,subgroup_lowAFQT,,,,,,404,,,,,0.1217598397637065,0.8815598004862197,0.44093037513126876,,,,,-0.18797343173594114,0.15884208509442663,-0.06645122070759214,0.06792165850996044
Crime,overall,-0.09443384300853588,0.0718801796997681,0.01996592931945918,0.05268456739195416,0.18229716341271054,436,,,,,,,,,,,,,,,
Crime,subgroup_Black,,,,,,436,-0.051913188003992757,0.10425901811668056,-0.11509530022070882,0.09231158618866768,0.22422297833485832,0.34685379471731725,0.632229729129397,,,,,,,,
Crime,subgroup_Male,,,,,,436,,,,,0.39413474819158123,0.2912402753522051,0.3692431599382544,-0.16371653436333766,0.11604087360164872,-0.02730921102091533,0.09234704709606419,,,,
Crime,subgroup_lowAFQT,,,,,,436,,,,,0.7227475755863804,0.20406492154491818,0.8220452026812455,,,,,-0.12919051768987896,0.18493304793233345,-0.08619777377163146,0.07319019432099136
TeenPreg,overall,0.011060945639701053,0.07434258294163945,-0.023320184548352385,0.05115218627302137,0.6923917851302129,436,,,,,,,,,,,,,,,
TeenPreg,subgroup_Black,,,,,,436,-0.018175266056012856,0.11219030539683834,0.05226500320682534,0.09254537211188635,0.8275934464363184,0.42674710075512934,0.6099431259341406,,,,,,,,
TeenPreg,subgroup_Male,,,,,,436,,,,,0.7296930692934478,0.754344876159768,0.3697583962465085,-0.056691822794483565,0.11366221282568553,0.07682160783980928,0.09576299571518955,,,,
TeenPreg,subgroup_lowAFQT,,,,,,436,,,,,0.8667683127901509,0.8613125256858558,0.23147308683377732,,,,,0.18640940786778268,0.17590613937054575,-0.029580249735159724,0.07515837226685207
PoorHealth,overall,-0.1602017640603166,0.05956487654420476,-0.08831164420295538,0.04365383142510809,0.18420486638658892,436,,,,,,,,,,,,,,,
PoorHealth,subgroup_Black,,,,,,436,-0.10279504294051717,0.07223378948702885,-0.21274544932999948,0.08378279607111691,0.5609055037007163,0.1826732889599155,0.2860036590148986,,,,,,,,
PoorHealth,subgroup_Male,,,,,,436,,,,,0.7864237334531798,0.11232676938067791,0.06709068437139211,-0.0529818637678867,0.09037479310682792,-0.2553356886357583,0.07031727444286488,,,,
PoorHealth,subgroup_lowAFQT,,,,,,436,,,,,0.7832250508445557,0.12329642501991385,0.4381226407252118,,,,,-0.08019619366141184,0.12389523905688302,-0.17814460868482107,0.06134847090262985
