outcome,spec,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,N,HS_Black_coef,HS_Black_se,HS_NonBlack_coef,HS_NonBlack_se,p_HS_eq_Pre_group,p_HS_eq_Pre_nongroup,p_HS_group_eq_HS_nongroup,HS_Male_coef,HS_Male_se,HS_NonMale_coef,HS_NonMale_se,HS_lowAFQT_coef,HS_lowAFQT_se,HS_NonlowAFQT_coef,HS_NonlowAFQT_se
HSGrad,subgroup_Male,,,,,,1251,,,,,0.020725421688169255,0.22858281028076144,0.4150940656843337,0.11382134323099109,0.04903241866277107,0.057111629404245794,0.04432664988909413,,,,
HSGrad,subgroup_lowAFQT,,,,,,1251,,,,,0.02363723839192827,0.20344498852589474,0.05592207256620068,,,,,0.1673684534862687,0.05579367335166719,0.04089615815354957,0.03655683956457268
HSGrad_GED,overall,0.07437810630066378,0.03358496061792551,-0.003294930015465136,0.03256305108475897,0.05605543612056907,1049,,,,,,,,,,,,,,,
HSGrad_GED,subgroup_Black,,,,,,1100,0.06722472797469577,0.044595577069914086,0.06113252500642451,0.05195891359436771,0.1486609539056078,0.21159909884662945,0.9281727514132172,,,,,,,,
HSGrad_GED,subgroup_Male,,,,,,1100,,,,,0.0843576526193949,0.36929247760131234,0.21600405854516733,0.11058152414200938,0.05217077097766262,0.021189134085636083,0.04719734645627683,,,,
HSGrad_GED,subgroup_lowAFQT,,,,,,1100,,,,,0.07733868906184645,0.4019318809531809,0.1855102273266577,,,,,0.12695152709062316,0.06377054706953983,0.02858022069376772,0.03888164546276575
someCollAtt,overall,0.06701384768461681,0.0372845387438769,0.054974228411400844,0.03941846320894149,0.8014933013367544,1196,,,,,,,,,,,,,,,
someCollAtt,subgroup_Black,,,,,,1251,0.13442598316212323,0.049263421153241956,-0.03334053302559796,0.05055120796970738,0.3037527282755505,0.26999603376148484,0.01695378967977272,,,,,,,,
someCollAtt,subgroup_Male,,,,,,1251,,,,,0.5324995341410883,0.445006115206684,0.3355329477193195,0.021705028584050302,0.0455946323442098,0.08979998345454022,0.054699177568856984,,,,
someCollAtt,subgroup_lowAFQT,,,,,,1251,,,,,0.5636463886620235,0.5757546860213159,0.31720770436711687,,,,,0.01164507074328849,0.05090980463296996,0.08017888319863867,0.0472772911789403
Idle,overall,-0.08349587813461881,0.03937689411390146,0.01025966188737139,0.037438881244862006,0.04614338077192431,1089,,,,,,,,,,,,,,,
Idle,subgroup_Black,,,,,,1139,-0.06769490869145209,0.05719291640729479,-0.13171209252810429,0.05687374400863123,0.323203201684956,0.012043993507573621,0.43431646092900034,,,,,,,,
Idle,subgroup_Male,,,,,,1139,,,,,0.03571823085501565,0.14676515180085145,0.43838063879995337,-0.125707172024909,0.05261667453965466,-0.07016545007777308,0.05327766397006561,,,,
Idle,subgroup_lowAFQT,,,,,,1139,,,,,0.15252896541546626,0.05972129004012184,0.6721174427492449,,,,,-0.12092725580154198,0.07483685598603207,-0.08293091151204472,0.0470624731733079
Crime,overall,0.004351081056190447,0.039513834582786414,0.014784394574878096,0.03624485844700905,0.8259652735643921,1196,,,,,,,,,,,,,,,
Crime,subgroup_Black,,,,,,1251,0.011327679113999997,0.050134911941810974,-0.014118953009469233,0.058412649992605196,0.8391441580583708,0.7477611880812892,0.7369612111851311,,,,,,,,
Crime,subgroup_Male,,,,,,1251,,,,,0.5248879155574986,0.41843945928586856,0.4505409808844333,0.031215928372468244,0.05869796570768171,-0.029982190337797893,0.05323655031965447,,,,
Crime,subgroup_lowAFQT,,,,,,1251,,,,,0.7715082221059177,0.9347929732038022,0.930986952352278,,,,,-0.0041297088279178395,0.06900224823608503,0.0029724657953489214,0.04571542922387442
TeenPreg,overall,-0.009550559707054726,0.03780376720350489,-0.042722259383113595,0.03635720909036704,0.47663571864726995,1196,,,,,,,,,,,,,,,
TeenPreg,subgroup_Black,,,,,,1251,-0.04266200719442896,0.05199586380302491,-8.101313404297475e-05,0.05269754848172188,0.47177856624170544,0.6862332920674974,0.5704903753751136,,,,,,,,
TeenPreg,subgroup_Male,,,,,,1251,,,,,0.8012227936609637,0.2561401155603766,0.4618258963326223,0.01127556527020997,0.05206033612056382,-0.0482490708207881,0.056463986587385655,,,,
TeenPreg,subgroup_lowAFQT,,,,,,1251,,,,,0.9253319209909323,0.3777974376224864,0.7072519170366467,,,,,-0.03846942174507894,0.06512222767683629,-0.009067344028790258,0.04358988254100314
PoorHealth,overall,-0.06847696170327015,0.027028925062398713,-0.005350443460839493,0.031232593051296997,0.0753009274705004,1196,,,,,,,,,,,,,,,
PoorHealth,subgroup_Black,,,,,,1251,-0.044842155751657425,0.034987276309719643,-0.09564035181414479,0.043558584405622734,0.38421785309857326,0.22525898784774206,0.37555403386253616,,,,,,,,
PoorHealth,subgroup_Male,,,,,,1251,,,,,0.26279855813689496,0.42448865646285605,0.25908066266104185,-0.03533662603659764,0.03669111056494339,-0.10167182309170875,0.0424802095411181,,,,
PoorHealth,subgroup_lowAFQT,,,,,,1251,,,,,0.5845032371764777,0.2509464054098423,0.5712745401443732,,,,,-0.09170294966631821,0.04679473603612124,-0.05829243433053377,0.03391547607257116
