outcome,spec,HS_coef,HS_se,Pre_coef,Pre_se,p_HS_eq_Pre,N,HS_Black_coef,HS_Black_se,HS_NonBlack_coef,HS_NonBlack_se,p_HS_eq_Pre_group,p_HS_eq_Pre_nongroup,p_HS_group_eq_HS_nongroup,HS_Male_coef,HS_Male_se,HS_NonMale_coef,HS_NonMale_se,HS_lowAFQT_coef,HS_lowAFQT_se,HS_NonlowAFQT_coef,HS_NonlowAFQT_se
HSGrad_GED,subgroup_lowAFQT,,,,,,1100,,,,,0.07733868906184645,0.4019318809531809,0.1855102273266577,,,,,0.1269515270906234,0.06377054706953977,0.028580220693767592,0.038881645462765776
someCollAtt,overall,0.056259880861189625,0.03611732433134685,0.04907344446565307,0.038686486462873794,0.8757736389235672,1251,,,,,,,,,,,,,,,
someCollAtt,subgroup_Black,,,,,,1251,0.13442598316212329,0.04926342115324212,-0.033340533025598154,0.05055120796970783,0.3037527282755505,0.26999603376148484,0.016953789679773578,,,,,,,,
someCollAtt,subgroup_Male,,,,,,1251,,,,,0.5324995341410883,0.445006115206684,0.3355329477193195,0.021705028584050823,0.04559463234420989,0.08979998345454077,0.0546991775688571,,,,
someCollAtt,subgroup_lowAFQT,,,,,,1251,,,,,0.5636463886620235,0.5757546860213159,0.31720770436711687,,,,,0.01164507074328849,0.05090980463297001,0.08017888319863847,0.047277291178940035
Idle,overall,-0.09619719331096008,0.039215843986771685,0.020220108065843453,0.03685270251125181,0.01374433948316224,1139,,,,,,,,,,,,,,,
Idle,subgroup_Black,,,,,,1139,-0.06769490869145245,0.057192916407294805,-0.13171209252810315,0.056873744008631315,0.323203201684956,0.012043993507573621,0.4343164609290231,,,,,,,,
Idle,subgroup_Male,,,,,,1139,,,,,0.03571823085501565,0.14676515180085145,0.43838063879995337,-0.12570717202490914,0.05261667453965472,-0.07016545007777297,0.05327766397006577,,,,
Idle,subgroup_lowAFQT,,,,,,1139,,,,,0.15252896541546626,0.05972129004012184,0.6721174427492449,,,,,-0.12092725580154179,0.07483685598603197,-0.08293091151204474,0.04706247317330781
Crime,overall,0.00021330263422693558,0.03852666590218904,0.0036805881847308142,0.03635663921241167,0.9398914371893041,1251,,,,,,,,,,,,,,,
Crime,subgroup_Black,,,,,,1251,0.011327679113999704,0.05013491194181113,-0.014118953009469238,0.0584126499926057,0.8391441580583708,0.7477611880812892,0.7369612111851311,,,,,,,,
Crime,subgroup_Male,,,,,,1251,,,,,0.5248879155574986,0.41843945928586856,0.4505409808844333,0.031215928372468223,0.05869796570768176,-0.02998219033779813,0.053236550319654595,,,,
Crime,subgroup_lowAFQT,,,,,,1251,,,,,0.7715082221059177,0.9347929732038022,0.930986952352278,,,,,-0.004129708827917883,0.06900224823608518,0.0029724657953490215,0.04571542922387413
TeenPreg,overall,-0.01960426598497724,0.03639195599799138,-0.05031943730286034,0.03566260424528961,0.49667116234905195,1251,,,,,,,,,,,,,,,
TeenPreg,subgroup_Black,,,,,,1251,-0.04266200719442915,0.05199586380302512,-8.101313404303135e-05,0.05269754848172225,0.47177856624170544,0.6862332920674974,0.5704903753751136,,,,,,,,
TeenPreg,subgroup_Male,,,,,,1251,,,,,0.8012227936609637,0.2561401155603766,0.4618258963326223,0.01127556527021056,0.05206033612056392,-0.04824907082078821,0.05646398658738593,,,,
TeenPreg,subgroup_lowAFQT,,,,,,1251,,,,,0.9253319209909323,0.3777974376224864,0.7072519170366467,,,,,-0.03846942174507939,0.06512222767683644,-0.009067344028790095,0.04358988254100291
PoorHealth,overall,-0.06938005440441804,0.02676172548178174,-0.021892819001102973,0.031750415197533494,0.17054093470670953,1251,,,,,,,,,,,,,,,
PoorHealth,subgroup_Black,,,,,,1251,-0.04484215575165747,0.03498727630971967,-0.0956403518141454,0.04355858440562309,0.38421785309857326,0.22525898784772547,0.37555403386253616,,,,,,,,
PoorHealth,subgroup_Male,,,,,,1251,,,,,0.26279855813689496,0.42448865646285605,0.25908066266104185,-0.035336626036597735,0.03669111056494346,-0.10167182309170847,0.042480209541118294,,,,
PoorHealth,subgroup_lowAFQT,,,,,,1251,,,,,0.5845032371764777,0.2509464054098423,0.5712745401443732,,,,,-0.09170294966631846,0.04679473603612152,-0.05829243433053341,0.03391547607257093
